region,Municipios,Media,Mediana,Desvio,Minimo,Maximo
AMBA,24,5.942007853388402,5.584683124513342,2.261393504026786,1.1343736051841775,12.00089322560158
Interior,111,4.099817301502955,4.278059243748954,6.541408906205228,-20.29980496018347,22.31138162062507
