municipio,region,codigo_partido,PBG2021,bienes_2021,servicios_2021,agro_2021,industria_2021,PBG2022,bienes_2022,servicios_2022,agro_2022,industria_2022,poblacion,tipo,codigo_indec,PBG_per_capita,Peso_Agro,Peso_Industria,Peso_Servicios,Variacion_Total,Variacion_Bienes,Variacion_Servicios,Agroindustrial,crecimiento_total,log_poblacion,peso_agro,peso_industria,region_interior,valor_ajustado,residuo,residuo_estandar
GENERAL VIAMONTE,Interior,385,455719122.3479539,267183614.8595319,136169481.93685082,235539168.79673865,17591864.191721857,438303841.0490127,241903033.8766691,143123240.86071813,210064932.13837212,18469498.609590776,22649,I,06385,19352.01735392347,47.92678330986424,4.213857347311143,32.65388697442731,-3.8214945225941506,-9.461875495678774,5.106694117476448,Resto,-3.8214945225941506,10.02787097982616,51.68516247095247,3.8602427085098245,1,1.266220893030301,-5.0877154156244515,-0.904588289824628
GENERAL VILLEGAS,Interior,392,1107716783.9329238,724048567.8065506,272078947.44853073,670454621.592727,34814735.673686445,1128981491.8685665,716704497.9001255,294220551.3552941,657913727.8005444,38050358.59523174,35251,I,06392,32026.935175415343,58.27497904430991,3.3703261629431114,26.060706351202672,1.9196881589301744,-1.0143062541610175,8.137933535247855,Resto,1.9196881589301744,10.470249176632354,60.52581592311825,3.142927522509635,1,-0.9034086930460299,2.8230968519762043,0.5094147838055343
GUAMINI,Interior,399,473824633.41225225,261384391.1819077,167744579.945999,254867183.45947397,3226167.347127524,532295673.0159539,302877705.99389356,179142752.73824206,286926827.0670975,3372605.2800724753,11801,I,06399,45105.980257262425,53.903655733549,0.6335962231222931,33.654745251493495,12.34022789879495,15.87444247315786,6.79495742629205,Resto,12.34022789879495,9.375939552625749,53.7893485241672,0.6808779281681182,1,2.0487031046633675,10.291524794131583,1.8301526584903385
HIPOLITO YRIGOYEN,Interior,406,307779991.69421375,193381636.83050385,82995881.2955194,182385483.7054099,2833542.1945241457,303336850.6583486,190246521.3691787,80726517.72752799,176077215.4661262,3199815.349884271,10661,I,06406,28452.945376451426,58.04676058447108,1.054871949431642,26.612829121263307,-1.4436094469323033,-1.62120639410709,-2.734308657933269,Resto,-1.4436094469323033,9.274347501950475,59.25839516124685,0.920638855997934,1,1.20957236252746,-2.6531818094597632,-0.47358856445103154
HURLINGHAM,AMBA,408,2290239390.615209,706998697.2693846,1146318019.361154,5571.607597317235,630163925.5240428,2414916754.559638,759360426.3443053,1194103598.9720578,5341.734741822335,669036052.2558808,185641,C,06408,13008.53127573994,2.211974690943914e-4,27.704311173155947,49.446988046998065,5.443857286505661,7.406198805903809,4.1686145383577555,Resto,5.443857286505661,12.131569980110696,2.4327621034500577e-4,27.51519898340264,0,6.341089382681394,-0.8972320961757326,-0.16063872676090338
ITUZAINGO,AMBA,410,2194659968.9803786,598788639.5811365,1199650803.3231568,16714.82279195171,482478633.6545103,2354717275.4987407,675294919.573472,1259874476.2093017,16025.204225467009,509202772.5409642,180232,C,06410,13064.923407046144,6.80557466164289e-4,21.62479452795931,53.50427795805992,7.29303440080166,12.776842267056551,5.020100242447142,Resto,7.29303440080166,12.102000188856978,7.616133263558491e-4,21.98420896512119,0,6.741829197865418,0.5512052029362419,0.09862114043601287
JOSE C PAZ,AMBA,412,3228062995.4743533,1024181132.2580862,1526768927.0020168,200577.87350342047,908291063.1701952,3469387334.4336967,1112016949.752992,1635329047.594442,192302.45070560407,986518525.1304368,326992,C,06412,10610.006772134171,0.00554283601594439,28.434949172127094,47.135960616555785,7.475824954397508,8.576199534280398,7.110448652213218,Resto,7.475824954397508,12.697690984748318,0.0062135675104427815,28.137340084242215,0,5.474185377682945,2.0016395767145627,0.3576181301320465
JUNIN,Interior,413,1646216777.220822,586911858.2206464,825479327.353213,289781337.2404533,212321295.39517415,1716138231.7664094,593342388.3473518,878765721.8277231,281252472.4890098,214885153.81219763,103787,I,06413,16535.194501877973,16.388684039718555,12.521436201034795,51.205998768713144,4.2474026211560165,1.0956551714938914,6.455206412662781,Resto,4.2474026211560165,11.550096001022851,17.602866235494712,12.897529555835254,1,4.5178024361583695,-0.2703998150023531,-0.04815697128726722
LA COSTA,Interior,420,1040358186.9686214,264142680.13347337,611572817.075319,320522.94457030063,37401944.9531373,1146017690.3124745,288539873.9371886,679837209.8477073,354129.5188063138,42829399.06573803,100689,I,06420,11381.75660014971,0.0309008771679394,3.737237167260492,59.32170293657005,10.156069771673716,9.236369446765348,11.16210381927113,Resto,10.156069771673716,11.519791837387507,0.0308089029898669,3.5951026696025217,1,8.285955299707613,1.8701144719661023,0.34314857866178655
LA MATANZA,AMBA,427,18191369230.548576,5136050382.895181,9232924764.553411,2983800.63299778,4847013441.457022,18812000795.189453,5422626606.391589,9390682827.781126,3079867.4953792067,5118462311.261929,1841247,C,06427,10216.989244348775,0.01637182311924407,27.208495082409343,49.91857554132404,3.411681423070984,5.579700394894998,1.708646688353506,Resto,3.411681423070984,14.425953617429748,0.01640228723403137,26.644577326908863,0,3.048491521222731,0.36318990184825306,0.06628320630188717
LA PLATA,Interior,441,8099973355.086713,1367047414.5545895,5332911902.614728,90138933.78928918,924725841.7592968,8477417474.203256,1421964392.395336,5581820920.477389,88047155.40229973,971031210.3464243,768547,I,06441,11030.447681408235,1.0386082279211426,11.454328081650669,65.84341207051375,4.659819268164767,4.017196276885496,4.667412895769405,Resto,4.659819268164767,13.552256998190902,1.1128300037268974,11.416405970997138,1,4.623800445456624,0.03601882270814383,0.006798267622952055
LANUS,AMBA,434,6051940354.647596,1740289523.7933052,3203638758.181203,0,1522405154.185102,6330226080.282104,1821251175.7572708,3343248348.7686944,0,1600391188.992154,461267,C,06434,13723.561582081751,0,25.281738261721507,52.814043390685725,4.5982892977588135,4.6521944111629034,4.357844349053632,Resto,4.5982892977588135,13.041732330026258,0,25.15565364116599,0,5.166390146272105,-0.5681008485132916,-0.10153410636325849
LAPRIDA,Interior,448,227620893.58183217,96061553.65031262,105091860.50126795,84777015.27885237,4240218.706916923,231931369.55164573,94885873.87302102,109278126.73585878,82689765.78033611,4558378.309606761,11646,I,06448,19915.109870483066,35.652687232514715,1.9653996431869971,47.1165789031074,1.8937083946838664,-1.2238817014883558,3.98343526760602,Resto,1.8937083946838664,9.362718052397065,37.244830184437404,1.8628424834790127,1,4.93129985729491,-3.0375914626110436,-0.5390687066324021
LAS FLORES,Interior,455,390600504.7174112,151719524.3373692,181421500.26428175,93803148.48945738,36427696.20913763,445846117.98156285,186334592.92039052,192845107.88598785,100430547.16718324,58426262.6472702,27239,I,06455,16367.932669391786,22.525831921976355,13.10458032286519,43.25373713222789,14.143763921687793,22.815170779239956,6.296722056131687,Resto,14.143763921687793,10.212405048870064,24.015111951102416,9.326075048339243,1,5.560236295888171,8.583527625799622,1.5184440209995036
LEANDRO N ALEM,Interior,462,399096489.35725176,233058893.5232024,118198072.06778143,201086162.0945176,25072829.641546156,387761990.02937263,215007727.7112176,123856968.18263385,175119296.5101735,27369668.516313523,17266,I,06462,22458.125218891037,45.16154265066268,7.058368076314106,31.941492814510205,-2.840039847539986,-7.745323741609416,4.787638254883931,Resto,-2.840039847539986,9.756494528795468,50.3853497730257,6.282397943897266,1,1.7362963053393314,-4.576336152879318,-0.8121481250536321
LEZAMA,Interior,466,110759445.27369216,45904483.60065184,51845442.8117522,40121679.085020274,2048369.2365033384,110190194.86779036,43940122.485297695,52786736.87702315,37371792.256148726,2228537.094773829,6221,I,06466,17712.61772509088,33.91571482470702,2.022445914945243,47.90511255593869,-0.5139520196179731,-4.279235842065435,1.815577250808209,Resto,-0.5139520196179731,8.73568594451502,36.22416037375195,1.8493856044888226,1,6.027967899749233,-6.5419199193672055,-1.1706279213806825
LINCOLN,Interior,469,1034090652.2765496,568722621.9351811,342215136.9552109,467725908.5366322,76536275.33098076,1030660601.0880368,555506262.0741711,346675362.000823,451065125.0901873,79336815.900965,45506,I,06469,22648.89467516452,43.76466167562937,7.69766650798639,33.63622919463969,-0.3316973401666042,-2.32386744456182,1.3033394972811652,Resto,-0.3316973401666042,10.725599464377073,45.23064854197589,7.401311979997713,1,1.166557088026834,-1.4982544281934382,-0.2667143441048131
LOBERIA,Interior,476,711010984.7138135,493981206.39878654,151900467.39514878,463144741.697756,6477768.927810687,660481024.31396,443900707.7571813,151729247.16753104,412687472.5164641,7810417.68496314,18243,I,06476,36204.62776483911,62.48286586963214,1.1825347583718702,22.972536921122277,-7.106776334853986,-10.138138454031736,-0.11271869702173733,Resto,-7.106776334853986,9.811536723788219,65.13890103739743,0.9110645358619923,1,-0.6181160138972643,-6.488660320956722,-1.1683528519827875
LOBOS,Interior,483,597600186.5993614,247163130.22549036,257367184.7771969,134472614.60596088,79827752.48950891,618497597.5538504,251366909.28403372,269332227.72226405,133972340.41270676,83443228.92874964,41760,I,06483,14810.766224948526,21.660931415508408,13.491277776787893,43.54620434864571,3.496888291385169,1.7008115468954403,4.6490165229981795,Resto,3.496888291385169,10.639694222556521,22.502103851602875,13.358053474475641,1,4.945176360740824,-1.4482880693556544,-0.25594132446428364
LOMAS DE ZAMORA,AMBA,490,8060476423.455387,2318217672.506914,4184401522.9919176,390421.88800978696,2079348484.3490317,8318515571.996389,2288413564.3722105,4422238590.829903,380007.92277824593,2061019998.444676,690480,C,06490,12047.438842539088,0.00456821796496374,24.776295489341074,53.16139102650732,3.2012890427931473,-1.2856475251728003,5.683896885400412,Resto,3.2012890427931473,13.445142286893539,0.004843657713254868,25.796843450819882,0,4.535745343948504,-1.3344563011553565,-0.23927963797178223
LUJAN,Interior,497,1838661531.0071356,777703855.8705281,756398595.9042914,58367137.40819548,491830097.4804878,1990159009.6004388,869686337.487675,798346309.5257146,56613296.42359717,513641437.3829368,111251,I,06497,17888.908950035853,2.8446619667321627,25.809065250824347,40.114699663420225,8.239552306852243,11.82744317426402,5.5457154268344215,Resto,8.239552306852243,11.619544188752133,3.1744362093780576,26.749354853314713,1,6.084429939681717,2.1551223671705255,0.38551609186959684
MAGDALENA,Interior,505,337165488.4270592,148910189.52258328,125080470.68267211,42431833.765998445,91220514.92536262,350743939.6020436,149002726.20148054,136307749.47983474,42941326.88085298,89626920.6222486,26613,I,06505,13179.42132048411,12.242927683818142,25.55337683779794,38.862467483968615,4.027236369395486,0.06214261038411195,8.976044570255988,Resto,4.027236369395486,10.189155097188696,12.584868624588768,27.055116272701454,1,6.478556883320769,-2.4513205139252827,-0.43891266449991023
MAIPU,Interior,511,183434410.65344816,71360479.06794219,88938768.97963306,58444194.15904924,3999505.7155025536,197132964.3170848,81851758.40077445,90278329.0625417,60585654.58788816,5094868.589907206,11323,I,06511,17409.95887283271,30.733396009019188,2.584483324520095,45.795653393275536,7.467821121913977,14.701806195616392,1.5061599101010594,Resto,7.467821121913977,9.33459133431404,31.861085360622123,2.180346479842642,1,5.908409643028681,1.5594114788852966,0.2774771588192238
MALVINAS ARGENTINAS,AMBA,515,4725245084.892361,1732670742.552493,2094767696.310639,136504.3861342722,1536096433.5206203,5110992651.663447,1878498685.345435,2271955416.5765305,130872.50117464716,1659399083.7580185,350674,C,06515,14574.769306146014,0.00256060828285583,32.46725630133596,44.45233189363106,8.163546225452006,8.416367819434312,8.458585674104082,Resto,8.163546225452006,12.767612295940546,0.0028888318739425075,32.50829122984236,0,5.090121055736841,3.0734251697151644,0.5506305541443606
MAR CHIQUITA,Interior,518,501260839.1354401,243396171.88114455,191424655.70670745,128381603.5224092,26857460.965371978,546712747.4844981,272599112.80084145,202853638.92746505,133810273.08748046,25819101.30673871,33110,I,06518,16512.012911038906,24.47542584349098,4.722608248213712,37.104245302642575,9.067516310959409,11.998110197870028,5.970486496926825,Resto,9.067516310959409,10.407590630541291,25.61173614596305,5.3579810885875165,1,5.248515999889768,3.819000311069641,0.6768608746089594
MARCOS PAZ,Interior,525,782638838.9388556,327394129.2735075,307243718.5688743,37553212.82588821,138145066.23157814,791115742.9366219,317875459.5489617,320499470.78500617,38112573.80541649,147140522.37029755,67011,C,06525,11805.759396765035,4.817572415376618,18.599114438566456,40.51233636121461,1.0831182374311636,-2.907403912729849,4.314409511080158,Resto,1.0831182374311636,11.112612064001667,4.79828127068226,17.651189713365458,0,7.612482814869853,-6.52936457743869,-1.1813887311656786
MERCEDES,Interior,532,940689009.7160592,319224339.1964358,456819655.23112017,70390929.56715631,203490845.41579548,982166648.5909604,333204571.01581985,475670830.18627936,74807436.63345976,212543112.6783339,72980,I,06532,13458.024782008226,7.616572680489639,21.64022907754538,48.43076588567613,4.409282817859319,4.3794379384027025,4.126612053420021,Resto,4.409282817859319,11.197940709990439,7.482911869928549,21.632106181108448,1,6.264666228507139,-1.8553834106478195,-0.330232382179909
MERLO,AMBA,539,5890244876.955216,1736174735.071811,2936601121.5099154,5246207.445095017,1577954506.3989758,6194615929.858339,1840730529.331457,3068960162.9282675,5190073.202708551,1680841553.3173058,582486,C,06539,10634.78938525276,0.08378361566682697,27.13391067903937,49.542379990593695,5.167375198507168,6.022193051629757,4.50721892220408,Resto,5.167375198507168,13.2750604297984,0.08906603298650775,26.789285324494887,0,4.704635600081455,0.4627395984257129,0.08283997721734775
MONTE,Interior,547,444207753.01410365,237966061.09640503,138060457.31821772,121058593.2523063,88702067.76891144,462940442.6073621,244287326.36167827,146286320.6990521,119517323.25871097,94499327.03200737,24868,I,06547,18615.90970755035,25.81699766509237,20.41284760082107,31.59938239034416,4.217100999735067,2.6563726088286037,5.958160316588296,Agroindustrial,4.217100999735067,10.121337115389228,27.25269706142717,19.9685996399291,1,4.429477507907286,-0.21237650817221987,-0.03763445618545799
MONTE HERMOSO,Interior,553,147470098.45167658,69799111.64427443,61613289.74500524,1297574.849690147,2758532.736993582,167746139.2784372,82330848.44201404,67871760.31834483,1409268.6258695582,2517779.815360153,8465,I,06553,19816.43700867539,0.8401198572626175,1.5009465053505402,40.46099696261049,13.749255638697992,17.954006150689427,10.157663386001785,Resto,13.749255638697992,9.043695294567236,0.8798901359080193,1.8705708926460818,1,11.85765081142991,1.8916048272680825,0.35626791023289306
MORENO,AMBA,560,5175038801.813158,1432949989.2462518,2645622637.333988,3373096.06637892,1228731626.6611748,5485668596.995766,1508623713.4880233,2817478863.997597,3439909.3779185116,1313162385.1131656,576632,C,06560,9513.292007720289,0.06270720363607789,23.938055350852235,51.36071955824297,6.002463113392957,5.280974549682415,6.495870735245511,Resto,6.002463113392957,13.2649595603919,0.06518011160026668,23.743428285613412,0,4.920596803612959,1.0818663097799983,0.19371111206315025
MORON,AMBA,568,4496805806.409235,1234404494.9948213,2486848371.126346,30721.604799795088,978939700.1421309,4763104726.032835,1324053763.386066,2621887187.772952,28729.832593765783,1019255472.0772152,331183,C,06568,14382.093060431347,6.031744890416195e-4,21.398972533743716,55.0457598264212,5.921957297867919,7.262552004205134,5.430118627837532,Resto,5.921957297867919,12.710426371673474,6.831872694170607e-4,21.769668121911373,0,5.86841504330474,0.05354225456317907,0.009564543996744206
NAVARRO,Interior,574,391693718.0534847,224816178.3083015,109466126.89589275,123367727.22349729,69428609.1025022,395835261.5373361,221963664.18870023,113804136.31701984,122194182.06104983,71682595.87275222,19899,I,06574,19892.218781714462,30.869958776910075,18.10919916390292,28.750378598164776,1.057342329724552,-1.2688206609799613,3.962878329707165,Agroindustrial,1.057342329724552,9.898424758193666,31.495967777214076,17.725229152902042,1,4.1456733127493965,-3.0883309830248447,-0.547111344003571
NECOCHEA,Interior,581,1760996907.887633,636775612.4559253,897629508.7169118,419354179.57314986,94994845.32547244,1611458579.0517242,487638126.34934235,899476929.1267816,255115135.4051674,102129081.25121106,102110,I,06581,15781.594153870572,15.831318205851243,6.337679576679517,55.81756433702975,-8.491686053854828,-23.420728305122648,0.205811015784288,Resto,-8.491686053854828,11.533805942549584,23.813453487330502,5.394378882778478,1,3.923269550194485,-12.414955604049313,-2.224171804572291
9 DE JULIO,Interior,588,1180868603.531329,637221318.6493583,400181268.4906994,505041096.95760554,96981071.90647095,1173534662.7326963,605430130.1770214,419819541.76981235,468531433.94778454,99901386.57297088,52607,I,06588,22307.576230020648,39.92480570252275,8.512862018096698,35.77393622036006,-0.6210632391021829,-4.989034036042746,4.907344452472629,Resto,-0.6210632391021829,10.870604469719373,42.768610787627445,8.212689508083615,1,1.3400869843015055,-1.9611502234036884,-0.34908781613269174
OLAVARRIA,Interior,595,2726244731.587235,1362429960.819921,933488604.7481452,274673174.96094155,805039294.4116505,2948300007.972114,1468395668.259687,1023133901.688796,280977775.8440498,845428301.4480884,125751,I,06595,23445.539263879524,9.530162299775952,28.67511105254132,34.702503100847025,8.145096946435814,7.777699440490499,9.603255624618669,Resto,8.145096946435814,11.742059040216649,10.075147391519224,29.529237969144177,1,4.4998033318634825,3.6452936145723314,0.6526655453007898
PATAGONES,Interior,602,514464813.06532633,194861314.74058205,250307445.2492406,154942028.00629532,12718370.66861435,520303392.1192149,183571066.18472928,264773540.3925588,136987773.84978306,13382167.057876486,37646,I,06602,13820.947567316976,26.328441429494973,2.5719930449368062,50.888297943652915,1.1348840398045223,-5.79399177865726,5.779330746200433,Resto,1.1348840398045223,10.535981985884124,30.117128338303072,2.472155596577094,1,4.447359290257749,-3.312475250453226,-0.5881245627687084
PEHUAJO,Interior,609,984241154.1785116,528437825.87700903,346078249.20938796,451707110.81398785,33660076.359501705,1067104185.6639992,569545045.1544418,378135174.0314069,481471633.09359306,37641613.00936769,44783,I,06609,23828.33185950024,45.1194587709353,3.527454349356283,35.43563778602503,8.418976501205995,7.779007721336034,9.262912331316,Resto,8.418976501205995,10.70958388210257,45.89394671176916,3.419901333794135,1,1.329545463899752,7.089431037306243,1.2640029633452003
PELLEGRINI,Interior,616,210029097.36721975,136704236.9038403,52111211.771348536,127978108.03864972,2830579.3117324044,236976315.7752381,153810742.3577271,59247631.97998817,143473398.9337625,3102873.7262826096,7143,I,06616,33176.02068811957,60.54334943321546,1.3093602692454518,25.00149932121572,12.83023102313448,12.5135151925977,13.694596548536486,Resto,12.83023102313448,8.873888135154973,60.933513328817405,1.347708173398162,1,1.468317575222514,11.361913447911967,2.033460018167439
PERGAMINO,Interior,623,1988973457.571099,871495997.6901302,817041167.3935437,422596259.32470423,367863728.0669187,2125753763.439747,937469508.8466328,860761410.4718103,439581220.5715757,421734033.52213776,115340,I,06623,18430.325675739095,20.678840048730567,19.839270228538464,40.49205628967044,6.876929671835948,7.570145053030992,5.351045311185393,Resto,6.876929671835948,11.655639567169404,21.246953181606138,18.49515521017297,1,3.3543546841718346,3.5225749876641137,0.6272198004247902
PILA,Interior,630,119155487.03729354,82804793.78266373,23635057.21572908,76023233.71911736,1497156.9840063318,121488011.44213057,82639635.18165149,25453209.18441247,77241439.39149095,808275.993201679,4642,I,06630,26171.48027620219,63.579474612014735,0.6653133783383162,20.951210643971088,1.9575467843180303,-0.19945536178223408,7.692606588967392,Resto,1.9575467843180303,8.442900586834382,63.8017061650912,1.2564733871951264,1,1.5931097000263938,0.36443708429163635,0.06560065693642193
PILAR,Interior,638,6085754926.750498,2861026050.419959,2246602240.9216332,15136754.604802473,1446088559.5809088,6543340723.496162,3059063685.464176,2438853884.1303296,14934821.558345012,1551116021.9687574,394754,C,06638,16575.74267390872,0.2282445953749022,23.70526138733584,37.272304579414126,7.518965227046919,6.921909537144827,8.55744019599251,Resto,7.518965227046919,12.886018065062117,0.24872435362566886,23.761859900478296,0,5.439423585201796,2.0795416418451227,0.37146569448898387
PINAMAR,Interior,644,484432632.8650128,90589806.95073149,323061577.2432918,0,20046945.221709788,546228028.4693415,135505833.03298622,332574783.64085454,0,23690350.779687036,39449,I,06644,13846.435358801022,0,4.3370807693762865,60.88570456056726,12.756241304154251,49.58176597802329,2.944703755469664,Resto,12.756241304154251,10.582763977410282,0,4.138231791518444,1,9.622825682080933,3.1334156220733176,0.5734757824060263
PRESIDENTE PERON,Interior,648,914989659.1460778,283227247.3935503,450880335.6533047,3506165.243351628,144316464.95657402,923288485.8865832,265894388.6622024,468648541.1411165,3596061.4996592076,152422889.50910878,102106,C,06648,9042.450844089311,0.3894840620920456,16.508696018530483,50.75862509983529,0.9069858503374268,-6.119770922768428,3.940780753293775,Resto,0.9069858503374268,11.533766768341877,0.3831917889240178,15.772469504328459,0,7.904298871175073,-6.997313020837646,-1.262406828625089
PUAN,Interior,651,381093814.43888134,184999233.3432942,152691226.1176154,143869582.04210955,23121179.936105717,357332740.26039547,159161007.05730528,154756297.94519436,115824408.74071483,24179426.809817724,16613,I,06651,21509.224117281377,32.41360101968582,6.766641867800217,43.308737350073315,-6.2349671598505045,-13.966666682365204,1.352449567723212,Resto,-6.2349671598505045,9.71794080038648,37.75174946199052,6.067057259942439,1,4.051283256803754,-10.286250416654259,-1.8181719013007787
PUNTA INDIO,Interior,655,142746610.8682501,48014570.041026816,71689932.72407691,25474952.017197832,11676902.733152224,156520391.13230276,57033392.30004407,74368667.11945967,26589914.251870017,14302285.693860872,12297,I,06655,12728.339524461477,16.9881470775231,9.137650110886517,47.513724302284494,9.649111933568324,18.783511445194605,3.736555878344568,Resto,9.649111933568324,9.417110609172447,17.846274501543355,8.18016109953712,1,7.890296940309115,1.7588149932592092,0.3152953053349911
QUILMES,AMBA,658,7297989253.567154,1988199809.6401165,3923989572.0078554,29974.9900077174,1700649671.0376656,7631098112.044876,2099138963.2741897,4073364965.7565513,29136.914284576724,1792364642.870087,633391,C,06658,12048.005279590136,3.818181060807907e-4,23.487637251590694,53.378490303082046,4.56439228538057,5.579879501857215,3.806722495245123,Resto,4.56439228538057,13.358843203955098,4.107294347284226e-4,23.302989521482402,0,4.823674283684482,-0.2592819983039122,-0.0464730705635223
RAMALLO,Interior,665,697447466.3771745,336926300.5926954,242738421.7927061,104925326.2628466,205836093.5464411,778147604.6552994,386598439.31863606,260784359.85682812,131738857.12867294,234069412.22062725,39730,I,06665,19585.894907004767,16.929803078559893,30.08033576410151,33.51348231321091,11.570783774914869,14.742731166596718,7.434314654782135,Resto,11.570783774914869,10.589861848808644,15.04419061235843,29.512773860322042,1,5.2982464331383365,6.272537341776532,1.1215705323118303
RAUCH,Interior,672,268518662.7512748,113818562.75520644,118950938.215979,88150047.67027885,15436767.724295296,271782036.9612925,108886247.80613647,125539375.28748228,83292292.21992098,16390923.624004817,16635,I,06672,16337.96434994244,30.64672454117472,6.030907637335586,46.19119669978842,1.2153249150657734,-4.3334890457877675,5.538785292757131,Resto,1.2153249150657734,9.719264188452577,32.82827598167024,5.748862133502491,1,4.944772600479899,-3.729447685414126,-0.6598419031126315
RIVADAVIA,Interior,679,619619994.1750959,393487530.06940746,163347833.8911879,356205889.61044884,19412557.844048407,731654193.8666643,484862983.2128842,172254061.06203577,445850836.5598923,21315047.67211216,19849,I,06679,36861.01032125872,60.93737182092113,2.9132680234450468,23.54309761442126,18.08111435150188,23.221943812897692,5.452308095362093,Resto,18.08111435150188,9.895908907012577,57.487797837232165,3.132977958513503,1,0.4746468641764743,17.606467487325407,3.1440596492217545
ROJAS,Interior,686,789747692.9271535,466744286.5470888,222243263.03604904,291241534.9134811,148957486.279267,794004098.4371612,458141530.6694323,231830253.0813004,272768068.8248212,151581035.03511477,25627,I,06686,30983.107598905888,34.35348373663445,19.090711916156582,29.197614160633684,0.53895763775284,-1.8431411215118552,4.313737079938517,Agroindustrial,0.53895763775284,10.15140176217555,36.87779496183287,18.861401889908006,1,2.746977664605204,-2.208020026852364,-0.3918173250910105
ROQUE PEREZ,Interior,693,370226516.4422611,232153257.33033597,93552220.97374427,188029462.53340387,38401578.36188256,386363559.566608,240924285.49902984,98074871.5423583,194379714.9720058,39658925.53972844,13977,I,06693,27642.810300250985,50.31005387517538,10.264665121165846,25.38408944476309,4.358694584984842,3.7781197944654945,4.834359378686816,Resto,4.358694584984842,9.545168400484906,50.78768110407027,10.372454877329538,1,1.7084777773617303,2.6502168076231114,0.47142719101363345
SAAVEDRA,Interior,700,423100021.1515999,179313029.07394612,189216252.37121373,113610750.2806071,39549732.12847325,425750434.0026941,174528027.85353503,194055354.84850076,105746031.5184102,43885955.43951829,22347,I,06700,19051.793708448295,24.837562823891577,10.307906213253698,45.57960235626508,0.6264270192850034,-2.668518425639794,2.557445471329511,Resto,0.6264270192850034,10.014447362844386,26.851984070192124,9.34760816622656,1,5.343459661363577,-4.717032642078574,-0.833989301956242
SALADILLO,Interior,707,599530554.5644403,276206474.79215497,237353832.33596665,179370359.65105996,73202955.53072849,630876820.2148442,287728730.4240473,250548310.06655827,178242387.41183972,84659175.87797658,35656,I,06707,17693.426638289326,28.253120371602733,13.419287754009732,39.71429953334383,5.228468409450304,4.171609532529173,5.558990811623076,Agroindustrial,5.228468409450304,10.481672714626391,29.91846842257652,12.210045838933187,1,3.932077461400851,1.2963909480494533,0.22884611070236877
SALLIQUELO,Interior,721,219050413.21956488,117466776.3487142,74342404.50791863,90026552.16657397,21164590.413821664,237148335.10697857,129678873.90869966,77787561.49956387,100836935.47227824,22087680.930163767,9427,I,06721,25156.28886252027,42.52061707571774,9.313867171026068,32.80122606151698,8.261989384732768,10.396214095236925,4.634174821824984,Resto,8.261989384732768,9.15133319139615,41.098553909750436,9.661972375558756,1,4.050418326071188,4.21157105866158,0.7478906954404502
SALTO,Interior,714,884562560.3327639,497491279.1219028,257829417.6876256,273848097.3921224,187436338.56399256,963529042.310405,534460499.16386926,289888433.4541527,291426627.03157884,198797104.49515295,39425,I,06714,24439.544510092703,30.245754329602708,20.63218603338265,30.086112688315204,8.927178869964232,7.431129266671563,12.4341962426368,Agroindustrial,8.927178869964232,10.58215541183124,30.95859011816003,21.189720995367566,1,3.0199737453266184,5.907205124637613,1.0479025460874682
SAN ANDRES DE GILES,Interior,728,495061261.7044654,258704116.0070064,162042374.46115276,130736820.45613708,101513531.2668064,518149944.5453088,268172835.54469383,171631979.86145058,137201876.53096434,104141676.08582814,26510,I,06728,19545.45245361406,26.479183868554276,20.098752722479865,33.12399850048474,4.663803174853648,3.660057552942456,5.917961540730684,Agroindustrial,4.663803174853648,10.18527729928307,26.408210572973996,20.505246344119424,1,4.451577833117684,0.2122253417359644,0.037611693589192224
SAN ANTONIO DE ARECO,Interior,735,522397044.08382714,243363985.619416,207165843.80707863,103784581.29115894,81206962.35533442,534876068.1454544,244773300.43377373,214015167.95373553,121801192.01632357,82596694.10657014,26897,I,06735,19886.08648345371,22.7718530086115,15.442211574907995,40.01210386843035,2.3888006647343905,0.5790975237238596,3.3062033879654615,Resto,2.3888006647343905,10.199770035207079,19.866992446937548,15.545065439210914,1,5.913528370400121,-3.52472770566573,-0.6241200642764437
SAN CAYETANO,Interior,742,376829661.16927505,256829659.84395057,84389457.52506573,240679039.614343,7351471.236408247,320842272.26732826,205128605.6061811,82497556.5670259,185508566.42473337,7498563.923416095,8994,I,06742,35672.92331191108,57.819240935360966,2.3371496126196964,25.712807724503428,-14.857479299326382,-20.13048425527759,-2.2418688465652172,Resto,-14.857479299326382,9.104312967330653,63.86945201381798,1.9508738281368738,1,0.5715867328579858,-15.429066032184368,-2.7669455580469586
SAN FERNANDO,AMBA,749,2543884558.833536,879970897.4542716,1244734577.5678704,2345747.6356924255,580784133.8936995,2756724619.7743397,1003621525.0879036,1305018881.3728728,2339477.738529547,630189484.0035254,171616,C,06749,16063.331040079827,0.08486439747184658,22.86008110796034,47.33947206811318,8.366734260865927,14.051672389547155,4.843145268993332,Resto,8.366734260865927,12.053014701782653,0.09221124549645589,22.830601014379763,0,6.742278953433564,1.6244553074323638,0.2907199448641662
