Variable,Coeficiente,Error_Estandar,Estadistico_t,p_valor
(Intercept),25.812809614423433,9.035875928805646,2.8567025286540586,0.004985710671938368
region_interior,-0.4888912542564579,1.3716697073616593,-0.3564205374169972,0.7221034620413425
peso_agro,-0.17768766764971444,0.051692788351004666,-3.4373782749574007,7.8940194574183e-4
peso_industria,-0.06467351667890336,0.04617184026306629,-1.4007134285838052,0.16368222403133345
log_poblacion,-1.4583580157546734,0.7038224536770832,-2.07205383706581,0.040237021295472145
