Grupo,Media,Mediana,Desvio,Minimo,Maximo
Bienes,4.090992986865687,4.3794379384027025,10.5340936560017,-31.303007353241817,49.58176597802329
Servicios,5.3803794658814565,5.360511142370363,3.5470234662087163,-8.29808788763499,19.274295936731857
