variable,limite_inferior,limite_superior
(Intercept),9.423290699167307,42.20232852967956
region_interior,-3.90613694719224,2.928354438679324
peso_agro,-0.26025435509191075,-0.09512098020751816
peso_industria,-0.1837659528280788,0.05441891947027208
log_poblacion,-2.7729922807612524,-0.1437237507480944
